,Количество лайков,Количество треков,Количество альбомов,Жанры,Страница Википедии
Ace Hood,8071,475,58,"['rap', 'foreignrap', 'soul']",http://en.wikipedia.org/wiki/Ace Hood
Brett Dennen,229,98,13,"['pop', 'foreignbard', 'country']",http://en.wikipedia.org/wiki/Brett Dennen
Franz Liszt,83604,24560,2947,[],
Kygo,205314,84,5,['electronics'],http://en.wikipedia.org/wiki/Kygo
Soundtrack,0,9,1,['trance'],
The Ataris,1329,130,11,"['punk', 'rock']",http://en.wikipedia.org/wiki/The Ataris
Delerium,6854,234,38,['newage'],http://en.wikipedia.org/wiki/Delerium
Asher Roth,194,120,29,"['rap', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Asher Roth
Rudimental,56766,181,38,"['dance', 'pop', 'dnb']",http://en.wikipedia.org/wiki/Rudimental
The Horrors,7543,83,14,"['alternative', 'electronics', 'rock']",http://en.wikipedia.org/wiki/The Horrors
Metro Station,681,47,9,"['pop', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Metro Station (band)
Iyaz,815,42,13,"['pop', 'foreignrap', 'rnb']",http://en.wikipedia.org/wiki/Iyaz
James Vincent McMorrow,3986,96,19,['indie'],http://en.wikipedia.org/wiki/James Vincent McMorrow
The Turtles,2344,144,12,[],http://en.wikipedia.org/wiki/The Turtles
Zebrahead,19072,176,17,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Zebrahead
Thomas Newman,4425,1012,39,"['films', 'soundtrack', 'animated']",http://en.wikipedia.org/wiki/Thomas Newman
The‐Dream,4977,215,25,"['rnb', 'rap', 'soul']",http://en.wikipedia.org/wiki/The-Dream
Anastacia,17950,132,18,"['pop', 'dance', 'jazz']",http://en.wikipedia.org/wiki/Anastacia
Tech N9ne,79893,908,82,"['rap', 'foreignrap', 'electronics']",http://en.wikipedia.org/wiki/Tech N9ne
Cassie,2325,153,57,"['pop', 'rap', 'rnb']",http://en.wikipedia.org/wiki/Cassie Ventura
Luther Vandross,36026,197,6,"['rnb', 'pop', 'disco']",http://en.wikipedia.org/wiki/Luther Vandross
Jack’s Mannequin,155,54,5,"['alternative', 'pop']",http://en.wikipedia.org/wiki/Jack's Mannequin
Antonín Dvořák,18874,23285,2395,[],
Édith Piaf,32942,2844,623,['estrada'],http://en.wikipedia.org/wiki/Édith Piaf
The Specials,21429,236,38,['ska'],http://en.wikipedia.org/wiki/The Specials
Basshunter,76176,69,11,['edmgenre'],http://en.wikipedia.org/wiki/Basshunter
Nena,3932,354,35,"['pop', 'rock', 'children']",http://en.wikipedia.org/wiki/Nena (band)
The Antlers,975,5,1,"['alternative', 'rock', 'indie']",http://en.wikipedia.org/wiki/The Antlers (band)
John Frusciante,9544,154,15,['indie'],http://en.wikipedia.org/wiki/John Frusciante
DragonForce,26683,84,13,['epicmetal'],http://en.wikipedia.org/wiki/DragonForce
St Germain,722,41,9,"['electronics', 'house']",http://en.wikipedia.org/wiki/St Germain (musician)
Phantogram,38284,69,12,['indie'],http://en.wikipedia.org/wiki/Phantogram (band)
Charles Mingus,4608,1842,320,['bebopgenre'],http://en.wikipedia.org/wiki/Charles Mingus
Dexys Midnight Runners,4524,76,7,"['pop', 'newwave', 'rock']",http://en.wikipedia.org/wiki/Dexys Midnight Runners
Koop,4499,38,6,['lounge'],http://en.wikipedia.org/wiki/Koop (band)
Little Boots,1259,118,35,"['pop', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Little Boots
Primus,5082,125,13,"['rock', 'pop', 'prog']",http://en.wikipedia.org/wiki/Primus (band)
Senses Fail,1749,125,17,['posthardcore'],http://en.wikipedia.org/wiki/Senses Fail
Black Kids,297,11,1,"['alternative', 'pop']",http://en.wikipedia.org/wiki/Black Kids
Mew,1343,82,4,['alternative'],http://en.wikipedia.org/wiki/Mew (band)
Gotan Project,3846,97,11,['lounge'],http://en.wikipedia.org/wiki/Gotan Project
First Aid Kit,12323,52,7,['indie'],http://en.wikipedia.org/wiki/First Aid Kit (band)
Dixie Chicks,513,29,0,"['country', 'pop']",http://en.wikipedia.org/wiki/The Chicks
Stan Getz,27989,3809,584,['bebopgenre'],http://en.wikipedia.org/wiki/Stan Getz
At the Drive‐In,8533,32,4,['posthardcore'],http://en.wikipedia.org/wiki/At the Drive-In
Keyshia Cole,26916,139,12,"['rnb', 'rap', 'soul']",http://en.wikipedia.org/wiki/Keyshia Cole
Frankie Goes to Hollywood,1283,59,10,"['rock', 'pop', 'dance']",http://en.wikipedia.org/wiki/Frankie Goes to Hollywood
Future,204161,1008,76,"['rap', 'foreignrap', 'rnb']",http://en.wikipedia.org/wiki/Future (rapper)
Ashley Tisdale,5689,75,15,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Ashley Tisdale
Sleigh Bells,1348,12,2,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Sleigh Bells (band)
The Mountain Goats,610,184,22,['indie'],http://en.wikipedia.org/wiki/The Mountain Goats
Harry Nilsson,31,83,2,"['pop', 'rock']",
Le Tigre,3626,32,2,"['alternative', 'pop']",http://en.wikipedia.org/wiki/Le Tigre
“Weird Al” Yankovic,2478,180,4,"['pop', 'rock']","http://en.wikipedia.org/wiki/""Weird Al"" Yankovic"
God Is an Astronaut,578201,97,12,['postrock'],http://en.wikipedia.org/wiki/God Is an Astronaut
Madvillain,1921,71,6,['rap'],http://en.wikipedia.org/wiki/Madvillain
Isaac Hayes,2875,231,27,[],http://en.wikipedia.org/wiki/Isaac Hayes
Wyclef Jean,10766,273,46,"['rap', 'pop', 'dance']",http://en.wikipedia.org/wiki/Wyclef Jean
They Might Be Giants,903,483,42,"['alternative', 'rock']",http://en.wikipedia.org/wiki/They Might Be Giants
Rita Ora,133830,98,19,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Rita Ora
Eve 6,402,62,10,"['rock', 'pop', 'punk']",http://en.wikipedia.org/wiki/Eve 6
Bobby Darin,6344,1364,258,['tradjazz'],http://en.wikipedia.org/wiki/Bobby Darin
Stromae,355643,49,10,"['dance', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Stromae
Something Corporate,277,37,4,"['rock', 'pop', 'punk']",http://en.wikipedia.org/wiki/Something Corporate
The Go! Team,455,94,19,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/The Go! Team
Say Anything,354,155,9,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Say Anything (band)
Minus the Bear,373,107,15,"['alternative', 'rock', 'indie']",http://en.wikipedia.org/wiki/Minus the Bear
Perry Como,191548,2464,381,['vocaljazz'],http://en.wikipedia.org/wiki/Perry Como
Brenda Lee,44740,776,171,['vocaljazz'],http://en.wikipedia.org/wiki/Brenda Lee
HAIM,18012,78,16,"['indie', 'edmgenre', 'alternative']",http://en.wikipedia.org/wiki/Haim (band)
Flux Pavilion,326832,132,36,['edmgenre'],http://en.wikipedia.org/wiki/Flux Pavilion
Solange,23806,110,17,"['dance', 'rnb', 'pop']",http://en.wikipedia.org/wiki/Solange Knowles
Jonas Brothers,32526,94,27,"['pop', 'holiday', 'dance']",http://en.wikipedia.org/wiki/Jonas Brothers
Julie London,138106,864,269,['vocaljazz'],http://en.wikipedia.org/wiki/Julie London
The Head and the Heart,3169,49,11,['indie'],http://en.wikipedia.org/wiki/The Head and the Heart
Gary Moore,194815,290,44,"['rock', 'blues', 'hardrock']",http://en.wikipedia.org/wiki/Gary Moore
Funeral for a Friend,4734,102,25,['posthardcore'],http://en.wikipedia.org/wiki/Funeral for a Friend
The Weepies,1525,79,8,['indie'],http://en.wikipedia.org/wiki/The Weepies
The Rakes,266,5,0,[],http://en.wikipedia.org/wiki/The Rakes
Donavon Frankenreiter,294,128,29,['foreignbard'],http://en.wikipedia.org/wiki/Donavon Frankenreiter
Pennywise,14847,193,17,['punk'],http://en.wikipedia.org/wiki/Pennywise (band)
Mystery Jets,836,111,24,['indie'],http://en.wikipedia.org/wiki/Mystery Jets
Neon Indian,805,3,1,['alternative'],http://en.wikipedia.org/wiki/Neon Indian
The Alan Parsons Project,20592,104,2,"['rock', 'pop']",http://en.wikipedia.org/wiki/The Alan Parsons Project
Spandau Ballet,23220,95,19,"['pop', 'rock', 'dance']",http://en.wikipedia.org/wiki/Spandau Ballet
Yo Gotti,6975,865,72,"['rap', 'rnb', 'dance']",http://en.wikipedia.org/wiki/Yo Gotti
MC Hammer,12865,52,11,"['rap', 'pop', 'electronics']",http://en.wikipedia.org/wiki/MC Hammer
Okkervil River,298,134,25,['indie'],http://en.wikipedia.org/wiki/Okkervil River
Blackstreet,1824,97,10,"['rnb', 'pop', 'rap']",http://en.wikipedia.org/wiki/Blackstreet
Jimmy Cliff,12467,235,32,"['reggae', 'ska', 'pop']",http://en.wikipedia.org/wiki/Jimmy Cliff
Cold,7747,74,8,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Cold (band)
Juelz Santana,490,287,29,"['rap', 'soul', 'foreignrap']",http://en.wikipedia.org/wiki/Juelz Santana
Sugar Ray,531,170,18,['rock'],http://en.wikipedia.org/wiki/Sugar Ray
Sugar Ray Norcia,5,28,1,['blues'],http://en.wikipedia.org/wiki/Sugar Ray Norcia
Buena Vista Social Club,16229,47,4,"['folk', 'latinfolk']",http://en.wikipedia.org/wiki/Buena Vista Social Club
4 Non Blondes,1964,13,2,"['rap', 'alternative']",http://en.wikipedia.org/wiki/4 Non Blondes
Dierks Bentley,2504,152,21,"['country', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Dierks Bentley
Sevendust,4170,168,24,['numetal'],http://en.wikipedia.org/wiki/Sevendust
Panda Bear,730,70,15,['indie'],http://en.wikipedia.org/wiki/Panda Bear (musician)
Cocteau Twins,33059,140,20,"['rock', 'newwave', 'electronics']",http://en.wikipedia.org/wiki/Cocteau Twins
Them Crooked Vultures,1899,13,1,['alternative'],http://en.wikipedia.org/wiki/Them Crooked Vultures
Archive,10354,105,13,['triphopgenre'],http://en.wikipedia.org/wiki/Archive (band)
Toro y Moi,2772,123,23,['indie'],http://en.wikipedia.org/wiki/Toro y Moi
Diplo,81248,320,65,['edmgenre'],http://en.wikipedia.org/wiki/Diplo
Rachael Yamagata,739,87,10,"['pop', 'folk', 'foreignbard']",http://en.wikipedia.org/wiki/Rachael Yamagata
The Raveonettes,3056,136,15,['indie'],http://en.wikipedia.org/wiki/The Raveonettes
Best Coast,1384,74,10,"['alternative', 'holiday', 'pop']",http://en.wikipedia.org/wiki/Best Coast
The Avett Brothers,342,171,22,"['rock', 'country', 'folk']",http://en.wikipedia.org/wiki/The Avett Brothers
D'angelo,11919,141,14,"['rnb', 'funk', 'rap']",http://en.wikipedia.org/wiki/D'Angelo
Boys Noize,161540,193,67,"['electronics', 'dance', 'techno']",http://en.wikipedia.org/wiki/Boys Noize
Godspeed You! Black Emperor,30161,39,8,['postrock'],http://en.wikipedia.org/wiki/Godspeed You! Black Emperor
Death in Vegas,3091,60,7,['triphopgenre'],http://en.wikipedia.org/wiki/Death in Vegas
Blue Foundation,14810,143,27,['triphopgenre'],http://en.wikipedia.org/wiki/Blue Foundation
Less Than Jake,12121,175,19,"['rock', 'ska', 'punk']",http://en.wikipedia.org/wiki/Less Than Jake
Manchester Orchestra,5076,138,25,['indie'],http://en.wikipedia.org/wiki/Manchester Orchestra
Janelle Monáe,32069,114,22,"['rnb', 'dance', 'pop']",http://en.wikipedia.org/wiki/Janelle Monáe
Helloween,62514,266,27,['epicmetal'],http://en.wikipedia.org/wiki/Helloween
We the Kings,833,111,23,"['alternative', 'pop', 'holiday']",http://en.wikipedia.org/wiki/We the Kings
The Avalanches,1793,88,6,"['electronics', 'alternative', 'indie']",http://en.wikipedia.org/wiki/The Avalanches
The Zutons,191,41,0,"['pop', 'indie']",http://en.wikipedia.org/wiki/The Zutons
Fear Factory,41590,170,18,['industrial'],http://en.wikipedia.org/wiki/Fear Factory
Arch Enemy,38386,156,4,['deathmetal'],http://en.wikipedia.org/wiki/Arch Enemy
Flunk,1302,106,19,['triphopgenre'],http://en.wikipedia.org/wiki/Flunk
Yelle,3570,70,17,"['electronics', 'pop', 'dance']",
Matt Costa,77,136,17,"['folk', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Matt Costa
Nazareth,199576,316,38,['hardrock'],http://en.wikipedia.org/wiki/Nazareth (band)
Felix Mendelssohn,92456,28603,2959,[],
The Civil Wars,1396,30,3,"['alternative', 'folk', 'pop']",http://en.wikipedia.org/wiki/The Civil Wars
Young Buck,4823,993,167,"['rap', 'foreignrap', 'dance']",http://en.wikipedia.org/wiki/Young Buck
Gogol Bordello,45883,41,6,"['punk', 'dance']",http://en.wikipedia.org/wiki/Gogol Bordello
Jessica Simpson,770,80,2,"['pop', 'country', 'holiday']",http://en.wikipedia.org/wiki/Jessica Simpson
Luke Bryan,1803,148,18,"['country', 'pop']",http://en.wikipedia.org/wiki/Luke Bryan
Alan Jackson,89571,270,12,"['country', 'holiday', 'pop']",http://en.wikipedia.org/wiki/Alan Jackson
You Me at Six,5917,91,22,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/You Me at Six
Crystal Fighters,1087,58,12,"['dance', 'electronics', 'pop']",http://en.wikipedia.org/wiki/Crystal Fighters
Faith Hill,551,122,15,"['country', 'pop']",http://en.wikipedia.org/wiki/Faith Hill
Rob Thomas,2102,189,27,"['pop', 'dance', 'jazz']",http://en.wikipedia.org/wiki/Rob Thomas (musician)
Warpaint,3658,64,14,['indie'],http://en.wikipedia.org/wiki/Warpaint (band)
Danzig,3941,114,12,['classicmetal'],http://en.wikipedia.org/wiki/Danzig (band)
J. Holiday,36,40,5,"['pop', 'rnb']",
Caesars,6022,97,17,"['rock', 'pop']",http://en.wikipedia.org/wiki/Caesars (band)
Rick Astley,8273,102,23,"['pop', 'dance', 'alternative']",http://en.wikipedia.org/wiki/Rick Astley
Bob Seger,1107,76,5,"['rock', 'soundtrack']",http://en.wikipedia.org/wiki/Bob Seger
2 Chainz,84721,724,98,['foreignrap'],http://en.wikipedia.org/wiki/2 Chainz
Augustana,401,69,11,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Augustana (band)
Black Label Society,7127,175,19,['classicmetal'],http://en.wikipedia.org/wiki/Black Label Society
The Pharcyde,1947,101,7,['rap'],http://en.wikipedia.org/wiki/The Pharcyde
Meek Mill,39554,594,58,"['rap', 'pop', 'rnb']",http://en.wikipedia.org/wiki/Meek Mill
Little Richard,201248,1008,240,"['rock', 'rnr', 'pop']",http://en.wikipedia.org/wiki/Little Richard
Сергей Васильевич Рахманинов,253522,22316,1922,[],
Canned Heat,2869,402,59,"['rock', 'blues', 'pop']",http://en.wikipedia.org/wiki/Canned Heat
Talk Talk,2539,51,12,"['pop', 'rock', 'dance']",http://en.wikipedia.org/wiki/Talk Talk
Patrick Wolf,2124,50,6,"['alternative', 'pop']",http://en.wikipedia.org/wiki/Patrick Wolf
Blind Guardian,37993,177,22,['epicmetal'],http://en.wikipedia.org/wiki/Blind Guardian
Marcy Playground,471,69,9,"['alternative', 'pop']",http://en.wikipedia.org/wiki/Marcy Playground
Vertical Horizon,492,72,6,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Vertical Horizon
Skunk Anansie,4538,107,23,['alternative'],http://en.wikipedia.org/wiki/Skunk Anansie
Joanna Newsom,529,49,5,['foreignbard'],http://en.wikipedia.org/wiki/Joanna Newsom
Charlie Parker,19292,3914,614,['bebopgenre'],http://en.wikipedia.org/wiki/Charlie Parker
Band of Skulls,2927,38,10,['rock'],http://en.wikipedia.org/wiki/Band of Skulls
Alexisonfire,5518,65,17,['posthardcore'],http://en.wikipedia.org/wiki/Alexisonfire
Saosin,9312,55,10,['posthardcore'],http://en.wikipedia.org/wiki/Saosin
Low,0,2,2,['pop'],
Andrea Bocelli,97564,598,67,['vocal'],http://en.wikipedia.org/wiki/Andrea Bocelli
Fischerspooner,1888,72,16,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Fischerspooner
Trentemøller,9266,177,44,"['electronics', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Trentemøller
Fountains of Wayne,686,89,7,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Fountains of Wayne
James,35947,116,9,"['pop', 'dance', 'foreignbard']",http://en.wikipedia.org/wiki/James Arthur
Peter Tosh,13935,153,18,"['reggae', 'rock']",http://en.wikipedia.org/wiki/Peter Tosh
Uriah Heep,80168,311,56,['hardrock'],http://en.wikipedia.org/wiki/Uriah Heep (band)
Calexico,525,264,22,['indie'],http://en.wikipedia.org/wiki/Calexico (band)
Joseph Haydn,47902,49055,2711,[],
Huey Lewis and the News,1560,109,14,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Huey Lewis and the News
KC and the Sunshine Band,24906,220,27,"['pop', 'electronics', 'disco']",http://en.wikipedia.org/wiki/KC and the Sunshine Band
Carole King,630,324,31,"['pop', 'rock', 'folk']",http://en.wikipedia.org/wiki/Carole King
Social Distortion,14762,89,7,"['rock', 'rnr', 'punk']",http://en.wikipedia.org/wiki/Social Distortion
Box Car Racer,1850,13,1,"['pop', 'rock']",http://en.wikipedia.org/wiki/Box Car Racer
Enter Shikari,222249,82,11,['posthardcore'],http://en.wikipedia.org/wiki/Enter Shikari
Cults,4003,49,9,"['indie', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Cults (band)
Status Quo,169765,542,67,['hardrock'],http://en.wikipedia.org/wiki/Status Quo (band)
Temple of the Dog,935,13,2,"['pop', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Temple of the Dog
Chingy,1719,193,51,"['rap', 'foreignrap', 'pop']",http://en.wikipedia.org/wiki/Chingy
DJ Fresh,15693,93,21,['dnb'],http://en.wikipedia.org/wiki/DJ Fresh
Chicane,3728,24,3,"['dance', 'house']",http://en.wikipedia.org/wiki/Chicane (musician)
SOiL,14702,75,8,['alternativemetal'],http://en.wikipedia.org/wiki/Soil (American band)
Shiny Toy Guns,757,59,8,"['rock', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Shiny Toy Guns
Kosheen,25814,96,13,['breakbeatgenre'],http://en.wikipedia.org/wiki/Kosheen
Extreme,2938,85,10,['hardrock'],http://en.wikipedia.org/wiki/Extreme (band)
Slightly Stoopid,2544,183,27,"['reggae', 'rock', 'ska']",http://en.wikipedia.org/wiki/Slightly Stoopid
Steve Aoki,47775,392,103,['edmgenre'],http://en.wikipedia.org/wiki/Steve Aoki
Millencolin,8164,156,17,['punk'],http://en.wikipedia.org/wiki/Millencolin
Juanes,121939,177,42,"['pop', 'latinfolk', 'foreignrap']",http://en.wikipedia.org/wiki/Juanes
Cheryl,3367,87,11,"['pop', 'dance']",http://en.wikipedia.org/wiki/Cheryl (singer)
Yung Joc,309,157,28,"['rap', 'pop', 'soul']",http://en.wikipedia.org/wiki/Yung Joc
Soulfly,18372,174,18,['thrashmetal'],http://en.wikipedia.org/wiki/Soulfly
Mark Knopfler,30251,302,34,"['rock', 'pop', 'country']",http://en.wikipedia.org/wiki/Mark Knopfler
Ghostface Killah,5003,661,63,"['rap', 'rnb', 'house']",http://en.wikipedia.org/wiki/Ghostface Killah
Real Estate,543,62,12,['indie'],http://en.wikipedia.org/wiki/Real Estate (band)
Dave Brubeck,41377,2105,327,['bebopgenre'],http://en.wikipedia.org/wiki/Dave Brubeck
SBTRKT,1961,90,14,['ukgaragegenre'],http://en.wikipedia.org/wiki/Sbtrkt
Meghan Trainor,60296,96,4,"['pop', 'holiday', 'dance']",http://en.wikipedia.org/wiki/Meghan Trainor
Richard Wagner,61,33,12,"['classical', 'electronics']",http://www.wikidata.org/wiki/q90438046
Sonata Arctica,37683,126,23,['epicmetal'],http://en.wikipedia.org/wiki/Sonata Arctica
"Crosby, Stills & Nash",1118,146,15,['folkrock'],
Hank Williams,2069,1268,246,"['country', 'pop', 'jazz']",http://en.wikipedia.org/wiki/Hank Williams
The Miracles,4,70,14,"['alternative', 'electronics', 'rap']",
The Bird and the Bee,566,83,19,['indie'],http://en.wikipedia.org/wiki/The Bird and the Bee
Alabama Shakes,5768,31,5,['rock'],http://en.wikipedia.org/wiki/Alabama Shakes
Westlife,6084,194,7,"['pop', 'holiday', 'foreignbard']",http://en.wikipedia.org/wiki/Westlife
Grandaddy,412,93,13,['indie'],http://en.wikipedia.org/wiki/Grandaddy
Manowar,155152,78,8,['classicmetal'],http://en.wikipedia.org/wiki/Manowar
The Bloody Beetroots,5289,161,30,"['electronics', 'dance', 'pop']",http://en.wikipedia.org/wiki/The Bloody Beetroots
The Proclaimers,1128,191,17,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/The Proclaimers
Ash,110908,285,134,[],http://en.wikipedia.org/wiki/Ash (band)
DJ Snake,334396,118,34,"['dance', 'electronics', 'rap']",http://en.wikipedia.org/wiki/DJ Snake
Warren G,1814,99,9,"['rap', 'dnb']",http://en.wikipedia.org/wiki/Warren G
The Pointer Sisters,73610,142,10,"['pop', 'rnb', 'dance']",http://en.wikipedia.org/wiki/The Pointer Sisters
Sky Ferreira,8681,35,5,"['pop', 'alternative']",http://en.wikipedia.org/wiki/Sky Ferreira
New Radicals,555,13,2,"['pop', 'rock']",http://en.wikipedia.org/wiki/New Radicals
A Flock of Seagulls,931,105,15,"['pop', 'rock', 'electronics']",http://en.wikipedia.org/wiki/A Flock of Seagulls
Gin Blossoms,143,90,13,"['rock', 'pop']",http://en.wikipedia.org/wiki/Gin Blossoms
Starship,1209,103,22,"['rock', 'pop', 'trance']",http://en.wikipedia.org/wiki/Starship (band)
Bill Evans,14128,2454,306,['bebopgenre'],http://en.wikipedia.org/wiki/Bill Evans
Sarah Brightman,13230,297,30,['pop'],http://en.wikipedia.org/wiki/Sarah Brightman
Hanson,595,194,30,"['rock', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Hanson (band)
Mr. Oizo,3804,171,17,"['electronics', 'films', 'soul']",http://en.wikipedia.org/wiki/Quentin Dupieux
